"zh: čínština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"výprava čítala sto deset osob , naše lidi ze správy";"nepočítaje";", většina výzkumníků patřila k armádě , byl mezi nimi"
"sv: švédština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"Finnvedenu , se sto čtyřiceti krávami , jalůvky v to";"nepočítaje";", a z nejstaršího rodu . “ </s><s> „ Já o"
"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"žezla a myriády dalších drobnějších klenotů , náboženské pomůcky ani";"nepočítaje";". </s><s> Abychom je ohodnotili , musíme oddělit jejich bezprostřední hodnotu"
"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"SSC: sociální vědy";"LAW: právo";", může vzejit jen ze tří ostatních fakult , vlastní";"nepočítaje";". </s><s> V soutěži mezinárodní se laťka přímo úměrně zvyšuje s"
"ru: ruština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"pravdu – byl to už třetí případ ( zohavenou lžíci";"nepočítaje";") , kdy jsem měl vskutku z pekla štěstí . </s>"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"net dosud jen osm , útoky z 11 . září";"nepočítaje";". </s><s> Poslední z nich byl pád mosambického stroje Embraer 190"
"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"REG: regionální tisk";"ve výši 2 500 korun , další starosti a problémy";"nepočítaje";". </s><s> Dotace pomohly botanické zahradě </s><s> Tábor – V rámci dotačního"
"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"HOU: bydlení, zahrada, hobby";"1 proměnili architekti ve 4 + kk , menší místnůstky";"nepočítaje";". </s><s> Z nejhezčího západního pokoje se zimní zahradou a sousední"
"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";"by se vám mělo vejít do otevřené dlaně , prsty";"nepočítaje";". </s><s> Vždycky sáhněte po libovém , například po steaku nebo"
"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SPO: sport";"jste borce s podobnými dispozicemi našli jen tři ( brankáře";"nepočítaje";") . </s><s> Jestli má doplňování slávistického kádru nějakou souvislost s"
