"1";"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"POL: politika, vojenství";"roce 2000 Putin v této maličké horské provincii zaznamenal se";"ziskem pod 30";"% jeden ze svých nejhorších výsledků . 8 O pouhé"
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"PHI: filozofie, náboženství";"6 / 02 z 27 . 11 . 2002 (";"vyhlášeným pod č";". 4 / 2003 Sb . ) některá ustanovení napadeného"
"1";"fr: francouzština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"je po celém městě známý tím , že první dvě";"manželky pod údajně";"oprávněnou záminkou poslal na onen svět a že z toho"
"1";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"REG: regionální tisk";"si letenku zajistila . </s><s> Přesto v rozplavbě znovu zaplavala skvělý";"čas pod 59";"vteřin – 58 . 83 a postupovala ze sedmého místa"
"1";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SCT: společenský život";"rizikové faktory , na základě kterých je rodina dítěte s";"autismem pod výrazně";"vyšším tlakem než rodiny dětí bez handicapu . </s><s> Odborné studie"
"1";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"nejmenšího průmětu 17,5 . </s><s> Záběrový i vodicí plášť vykazují slušnou";"hlučnost pod 73";"dB . </s><s> Hluboký dezén </s><s> Důraz na kilometrový proběh si žádá"
"1";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SCT: společenský život";"měl samozřejmě bílou jarmulku . </s><s> Zamilovaná dvojice si vyměnila svatební";"sliby pod chuppou";"vyhotovenou z bílých a růžových růží . </s><s> Po svatební večírek"
"1";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"první Čech v historii se Micka dostal na 1,5 km";"distanci pod 15";"minut před třemi lety na ME v Londýně . </s><s> A"
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"THE: divadlo, film, tanec";"za měsíc , Lesser už tvrdil , že nemůže angažovat";"sboristy pod 55";"zlatých , ovšem v roce 1910 , tedy v době"
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"NAT: přírodní vědy";"MED: lékařství";". </s><s> V oblasti glotis je lymfatický systém chudý . </s><s> Hlasivky";"se pod laryngeálním";"ventriklem upínají vpředu na chrupavku štítnou , vzadu na chrupavky"
