"1";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"TEC: technika";"/ šum Š110 dB ( při 25 W / 8";"ohmů , dle IHF";"- A ) </s><s> Práce ( s disky ) všeho druhu </s>"
"1";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"a teplou vodu do 10 KWh / m2 </s><s> Energetická náročnost";"budovy dle PN";"náročnost : A - mimořádně úsporná </s><s> Zařazení : pasivní dům </s>"
"1";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"lze jako jednu z metod pro ověření využít stanovení kritické";"teploty dle DIN";"EN 1993 - 1 - 2 . </s><s> Pro tento účel"
"1";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"SSC: sociální vědy";"EDU: pedagogika";"slovem se zabývali myslitelé již ve starověku . </s><s> Přehled historického";"vývoje dle Lechty";"</s><s> etapa – pro toto období je charakteristické obdivné , zbožné"
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"SSC: sociální vědy";"PSY: psychologie";"Weisaeth , 1994 ) . </s><s> Historicky zajímavá je též studie";"Erichsena ( dle Davidson";"a Baum , 1994 ) , který interpretuje psychické symptomy"
"1";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"NAT: přírodní vědy";"GEO: geografie, geologie";"metodou GNSS , a zda odpovídají požadované 3 . třídě";"přesnosti dle ČSN";"01 3410 „ Mapy velkých měřítek – základní ustanovení “"
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"FTS: formální a technické vědy";"ICT: výpočetní technika";". 5 , spočívá tedy v : </s><s> 1 . Stanovení";"parametrů dle tab";". 6 . 2 - jde o parametry , které"
"1";"cs: čeština";"NFC: oborová literatura";"ADM: administrativa";"ADM: administrativa";"ADM: administrativa";") </s><s> 20 . A . Zlepšení životních podmínek v chovu";"dojnic </s><s> dle";"</s><s> Zásad , kterými se stanovují podmínky pro poskytování dotací pro"
"1";"cs: čeština";"NFC: oborová literatura";"ADM: administrativa";"ADM: administrativa";"ADM: administrativa";"věci zahájit řízení ; v úvahu přichází též vedení společného";"řízení dle §";"88 zákona č . 250 / 2016 Sb . </s><s> 32"
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"SSC: sociální vědy";"PSY: psychologie";"populace . </s><s> Stručně si přiblížíme Eysenckovu koncepci temperamentu , teorii";"temperamentu dle J";". Graye a z novějších teorii temperamentu dle C ."
"1";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"FTS: formální a technické vědy";"TEC: technika";"Energetika 4 . 0 ) . </s><s> Například požadavky na modelování";"výroben dle NC";"RfG odpovídají pojmu „ digitální dvojče “ ( Digital Twin"
