"1";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"pohotovosti “ , „ vyrovnává se s jednou ranou za";"druhou “ – počínaje „";"nešťastným utopením blízkého spolupracovníka počátkem roku “ . </s><s> Tato záležitost"
"1";"en: angličtina";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"také spustil lavinu nejrůznějších pořadů a knih souvisejících se Stopařovým";"průvodcem , počínaje porady";"k uctění jeho památky - na BBC 2 ( Omnibus"
"2";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"FTS: formální a technické vědy";"TEC: technika";"určitě chybou . </s><s> Proto je i takový zájem všech ,";"domácnostmi počínaje a";"podniky či komunálem konče , o snižování energetické náročnosti ,"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"MIX: společnost";"lahůdky , které jsem v životě prošvihnul . </s><s> Homérem a";"Vergiliem počínaje a";"kvantovou fyzikou konče . </s><s> Co bych si měl přát víc"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"konkrétní a odvážný . </s><s> Buď budeme problémy řešit společně ,";"ekonomií počínaje ,";"migrací konče . </s><s> Nebo každý po svém . </s><s> Jenže tyto"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"LAN: filologie";". </s><s> Ještě více trpěl jeho strýc Talleyrand , který vídeňským";"pobytem počínaje byl";"stále více přitahován svou půvabnou a inteligentní neteří . </s><s> Hraběnka"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";". </s><s> Experimentování se stejným pohlavím je v kurzu : Carou";"Delevingne počínaje ,";"Kristen Stewart konče . </s><s> Na padesát žen od dvaceti do"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";"může být otužování . </s><s> Rozhodně vás ale nenutíme , abyste";"zítřkem počínaje zahajovali";"každý den ledovou sprchou . </s><s> Tak správné otužování nevypadá . </s>"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"je otevřený všem a všichni z něj také profitují . </s><s>";"Kavárnami počínaje ,";"hotely konče . </s><s> „ Bude to asi složité a možná"
"2";"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"PHY: fyzika";"rád Turner , „ je posledním útočištěm zoufalého kosmologa ,";"Einsteinem počínaje .";"“ </s><s> On sám byl „ z hloubi duše “ přesvědčen"
